question,retreived chunk,context,answer,source
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,Classfication Transactional Service Type Government to Business Sub Service Type Variation Related Services Medical Store licensing: related to licensing Department Local Manufacturer licensing Registration of a conventional pharmaceutical product is a pre-requisite for import service. Service Bundle This service is not linked with any service packages Number of Users 46 Number of Transactions 673 Notes Marketing Authorization Holder companies must be registered by MOHAP before they could register their products. Required,This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
What is the service classification and service type for 'Registration of a Medical Equipment' under MOHAP?,"Main service Medical, Pharmaceutical and Drug Licencing and Registration Service Code 110-04-011-000 Service Classfication Transactional Service Type Government to Business Sub Service Type Variation Related Services This service is not linked with other services Service Bundle This service is not linked with any service packages Number of Users 43 Number of Transactions 336 Notes Marketing Authorization Holder companies must be registered by MOHAP before they could register their products. Required Documents Certificate",This service allows businesses to register medical equipment for use in healthcare facilities.,The service classification is 'Transactional' and the service type is 'Government to Business.',https://mohap.gov.ae/en/services/registration-of-a-medical-equipment
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,Authority for Nuclear Regulation: Issuance of a Radiation Protection License Civil Defense: Issuance of a Certificate of Civil Defense Authorities concerned in each emirate: Medical Waste Disposal Agreement Service Bundle This service is not linked to any bundles Number of Transactions 26 Notes None Required Documents Initial approval for inspection: Request letter Location photo Crock plan for approval Type change Initial approval: Request letter A copy of the site plan approved by MOHAP engineers Latest trade license,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,"(MVC) - if any. Valid product classification certificate (upon request). Authorisation letter for distribution in the UAE from the manufacturer to the local agent - for the products that do not need to obtain marketing authorisation approval (as per their classificaiton). An import permit from the Federal Authority for Nuclear Regulation (FANR) - to import diagnostic radiological devices that emit ionizing radiation (X-ray and Gamma rays), for example: radiography, medical imaging and radiotherapy, fluoroscopy,",Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,for Nuclear Regulation: Issuance of a Radiation Protection License Civil Defense: Issuance of a Certificate of Civil Defense Authorities concerned in each emirate: Medical Waste Disposal Agreement Service Bundle This service is not linked to any bundles Number of Transactions 61 Notes None  Required Documents Initial site plan approved by MOHAP engineers Latest trade license issued by the Department of Economic Development Letter of application from the owner Latest license issued by MOHAP List of partners' names Security,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,"facility Copy of the preventive safety agreement issued by the Civil Defense Copy of the agreement with the municipality for the disposal of medical waste Licenses of medical staff License of radiation protection (issued by the Federal Authority for Nuclear Regulation), if the facility includes a radiation section List of employees issued by Ministry of Human Resources and Emiratisation",Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which regulatory entity must issue a radiation protection license for healthcare facilities in the UAE?,name MOHAP: Medical profession practicing license Federal Authority for Nuclear Regulation: Issuance of a radiation protection license Civil Defense: Issuance of a certificate of civil defense Medical Waste Disposal Agreement from the authorities concerned in each emirate Service Bundle This service is not linked to any bundles Number of Users 11037 Number of Transactions 181 Notes None  Video tutorial of applying for this service View video Required Documents The following documents are required to be attached to the,Healthcare facilities requiring radiation services must obtain a license from the Federal Authority for Nuclear Regulation.,The Federal Authority for Nuclear Regulation must issue the radiation protection license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,a minimum of AED 200 for each permit Service channels Service Centers Email Service locations E-mail: controlledchemicals@mohap.gov.ae MOHAP Office,This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,"Service completion duration 3 working days Service fees Register Fee AED300 Service channels MOHAP Website Service locations MOHAP Website (The service is available daily 24 hours) Support controlledchemicals@mohap.gov.ae Payment channels E- Payment Target audience Pharmacies within private hospitals, licensed by MOHAP or DHCC Pharmaceutical warehouses Pharmacies licensed by MOHAP or DHCC Clinics licensed by MOHAP or DHCC Resources Infographic - Request for a register for controlled or semi-controlled drugs custody",This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,inquiry to the Import and Export Regulation Department through the e-mail: Import.export@mohap.gov.ae How can I obtain the import authorization of,This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,"available, the concerned department will be contacted to reply to the inquiry, and the customer then get the feedback within 2 working days 4 If the inquiry is received through other channels (website, e-mail or social media), the customer will receive the feedback within 2 working days Conditions & Requirements Inquiries should be related to MOHAP's scope of work. In cases of inquiries outside of MOHAP's scope , the customer will be redirected to the entity concerned MOHAP is committed to maintaining the confidentiality",This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
What is the email address for submitting inquiries about controlled chemicals to MOHAP?,- www.mohap.gov.ae - MOHAP Smart App Support controlledchemicals@mohap.gov.ae Payment channels E- Payment Target audience Companies using chemical precursors Resources INTERMEDIARY IMPORT- EXPORT IMPORT AS END USER DOMESTRIC END-USER Infographic_Renewal of Chemical Precursor Company Registration Department name Drug Sector name Health Regulation Main service Medical Establishment Licencing and Registration Service Code 110-03-024-024 Service Classfication Transactional Service Type Government to Business Sub Service Type,This contact information is provided for inquiries related to the regulation of anesthetic drugs and chemical precursors.,The email address is controlledchemicals@mohap.gov.ae.,https://mohap.gov.ae/en/services/provide-controlled-drugs-prescription-book
